machine_id,machine_id_encoded,timestamp,operating_speed_rpm,load_percentage,temperature_celsius,rms,peak_to_peak,kurtosis,skewness,crest_factor,spectral_centroid,spectral_bandwidth,spectral_rolloff,dominant_frequency,frequency_rms,entropy,impulse_factor,clearance_factor,band_energy_1_5kHz,snr_estimated,fault_class,fault_present
CAT-TB-002,3,2025-01-01 21:57:00,1339.0,73.5,79.0,0.660454,4.761566,-0.728218,-0.250096,4.205678,1424.9341,1613.9609,21.9727,21.9727,42.259867,3.509718,5.06641,5.848309,27596.0843,-14.8759,normal,0
CAT-TB-002,3,2025-01-01 21:59:00,1363.5,73.2,83.7,0.653757,3.561548,-1.337377,-0.16337,3.623003,1329.2487,1598.251,46.3867,21.9727,41.831475,3.615866,3.964295,4.211677,29949.7715,-15.5767,normal,0
CAT-TB-002,3,2025-01-01 22:02:00,1376.3,72.1,77.6,0.314638,1.444678,-1.031066,-0.064185,2.326753,1110.6462,1505.1653,109.8633,21.9727,20.136731,3.970391,2.724875,3.091871,5760.4732,-14.7266,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:04:00,1393.8,66.9,74.3,0.448739,2.252156,-1.24186,-0.126798,3.1011,1105.6841,1529.2869,70.8008,24.4141,28.7162,3.80903,3.496457,3.841881,10990.5643,-14.0917,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:08:00,1402.5,65.6,71.8,0.61262,2.491255,-1.132542,0.025655,2.041554,981.6886,1451.2724,46.3867,24.4141,39.203218,4.01119,2.322882,2.55079,12702.688,-12.6374,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:10:00,1426.8,65.6,73.1,0.604736,2.653466,-1.314063,0.21045,2.440836,1229.8901,1571.8114,48.8281,24.4141,38.707466,3.879671,2.734604,2.992208,21626.1195,-14.6337,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:11:00,1445.3,64.5,73.0,0.366274,1.82142,-0.500755,-0.222008,2.617239,1101.2558,1525.4682,97.6562,48.8281,23.44074,3.898926,3.143598,3.586477,6154.8537,-13.2268,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:13:00,1437.8,64.6,71.5,0.918491,5.736449,-1.302469,-0.106067,4.465691,1403.6194,1606.5044,24.4141,24.4141,58.76962,3.328942,5.098837,5.747637,46636.4441,-14.5892,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:17:00,1450.4,64.2,67.9,0.888497,4.285555,-1.412388,-0.38669,2.483184,1382.315,1616.2485,24.4141,24.4141,56.857655,3.567321,2.701855,2.871278,32916.4847,-12.9237,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:21:00,1443.0,60.7,65.6,0.725154,2.748535,-0.77628,-0.617353,2.199111,1141.3944,1510.454,48.8281,24.4141,46.399524,3.968148,2.613519,2.980955,18401.4001,-12.7401,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:24:00,1426.2,61.6,64.7,0.586879,2.518048,-0.026856,-0.839739,2.605124,1024.488,1483.3291,70.8008,24.4141,37.553473,3.898162,3.394393,4.193638,12246.3386,-12.6074,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:27:00,1405.0,60.9,62.1,0.330478,1.497101,-0.538006,-0.758368,2.520125,1161.8422,1552.6356,95.2148,46.3867,21.160827,3.832253,2.978297,3.342987,6516.017,-14.2036,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:28:00,1398.0,61.3,60.4,0.244138,1.336961,-0.633152,0.172644,2.940477,1269.4315,1560.6041,117.1875,21.9727,15.623549,3.823798,3.571954,4.163852,6602.5942,-17.0698,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:30:00,1417.5,60.3,58.1,0.755084,4.403046,-0.992783,-0.555823,3.069671,1212.4903,1543.8176,46.3867,24.4141,48.31881,3.541396,3.559476,3.967724,31682.8226,-14.6631,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:32:00,1438.6,61.9,57.6,0.365898,1.786823,-0.474615,0.120493,2.56298,1369.2154,1610.3186,95.2148,24.4141,23.413057,3.922691,3.170524,3.720813,8623.5906,-14.8371,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:35:00,1440.5,63.9,58.8,0.787979,5.694268,-1.061148,-0.616444,4.077901,1372.8355,1611.0611,46.3867,24.4141,50.423811,3.167518,4.634239,5.05203,39155.9688,-15.022,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:39:00,1443.6,58.9,60.8,0.414133,1.68819,-0.906086,0.421868,2.272298,1005.4502,1476.4251,73.2422,24.4141,26.508391,4.017051,2.645959,2.973754,6782.2988,-12.7668,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:43:00,1442.0,57.3,63.7,0.43309,2.105361,-0.610662,-0.417313,2.647123,1267.9977,1582.5474,73.2422,24.4141,27.718022,3.91331,3.193467,3.687631,10261.9943,-13.9299,imbalance_early,1
CAT-TB-002,3,2025-01-01 22:46:00,1552.0,58.1,61.9,0.599435,2.603379,-1.054594,-0.364722,2.58654,1110.3593,1521.1386,29.2969,26.8555,38.363702,3.933123,2.960622,3.274127,14335.4557,-13.0657,normal,0
CAT-TB-002,3,2025-01-01 22:50:00,1646.4,58.5,65.0,0.364373,1.912373,0.5126,-0.68021,2.931466,1185.2729,1554.2091,109.8633,26.8555,23.314351,3.796148,3.887689,4.758792,8477.61,-14.7337,normal,0
CAT-TB-002,3,2025-01-01 22:52:00,1705.5,63.2,63.5,0.325975,2.319028,-0.773149,-0.356058,4.770632,1411.3874,1601.7721,114.7461,29.2969,20.858193,3.511948,5.551016,6.217225,13681.6706,-17.75,normal,0
CAT-TB-002,3,2025-01-01 22:53:00,1777.5,64.2,66.3,0.531054,4.194512,-0.330953,0.69343,4.694306,1544.0435,1629.3622,58.5938,29.2969,33.979671,3.233734,5.990133,7.38611,29891.6059,-17.2865,normal,0
CAT-TB-002,3,2025-01-01 22:54:00,1814.7,69.2,65.9,0.58437,2.559256,-0.303197,-0.721903,2.603914,1041.5319,1485.2994,87.8906,29.2969,37.395361,3.922456,3.172031,3.653512,13989.796,-13.0498,normal,0
CAT-TB-002,3,2025-01-01 22:55:00,1849.6,69.6,67.4,0.67035,2.641722,-1.070652,0.403481,2.28853,1269.1179,1574.7544,61.0352,31.7383,42.895101,4.014292,2.630012,2.929444,26378.9239,-14.613,normal,0
CAT-TB-002,3,2025-01-01 22:58:00,1901.6,70.7,69.3,0.506256,1.942223,-1.332588,0.28595,1.927228,1379.358,1580.9717,63.4766,31.7383,32.394005,3.945168,2.159623,2.357473,12505.1608,-13.7559,normal,0
CAT-TB-002,3,2025-01-01 22:59:00,1948.8,71.0,69.4,0.762485,3.10995,-1.15646,-0.196312,2.146848,1135.7389,1528.6893,65.918,31.7383,48.798449,4.017377,2.468456,2.759456,26220.0631,-13.1107,normal,0
CAT-TB-002,3,2025-01-01 23:00:00,1949.6,70.7,68.5,0.598848,4.348607,-0.651469,-0.685956,3.64893,1349.9753,1589.0921,65.918,31.7383,38.3191,3.349994,4.294952,4.831193,35717.7635,-17.1808,normal,0
CAT-TB-002,3,2025-01-01 23:04:00,1977.6,69.3,68.2,0.381732,1.612044,-0.867605,0.44928,2.145604,1201.964,1548.0803,131.8359,31.7383,24.431223,3.92406,2.600651,3.040769,9848.1932,-14.9555,normal,0
CAT-TB-002,3,2025-01-01 23:08:00,2003.9,68.6,69.4,0.595646,2.920087,-0.97049,-0.629698,2.707037,1338.5593,1587.9913,65.918,34.1797,38.126348,3.683925,3.105166,3.435144,26070.6762,-15.4204,normal,0
CAT-TB-002,3,2025-01-01 23:09:00,2022.6,66.8,68.1,0.32118,1.534124,-0.947707,0.226666,2.661378,1215.2484,1542.4178,168.457,34.1797,20.550712,3.923582,3.092096,3.467893,8722.1933,-16.0404,normal,0
CAT-TB-002,3,2025-01-01 23:12:00,2004.4,67.4,71.4,0.478675,3.949768,-0.399891,0.733273,4.523137,1441.1437,1613.8756,68.3594,34.1797,30.632006,3.21935,5.571814,6.491374,26839.1456,-17.5545,normal,0
CAT-TB-002,3,2025-01-01 23:14:00,2017.1,68.2,71.7,0.440875,3.116772,-0.075483,-0.163139,4.085121,1408.4363,1585.9313,134.2773,34.1797,28.209397,3.553484,5.287152,6.441652,25660.3377,-18.3529,normal,0
CAT-TB-002,3,2025-01-01 23:16:00,2012.5,68.5,71.8,0.413662,2.48148,-0.309126,0.151547,3.418851,1227.7377,1531.989,134.2773,34.1797,26.468395,3.755309,4.263291,5.034063,14447.7927,-16.4546,normal,0
CAT-TB-002,3,2025-01-01 23:20:00,2017.3,68.9,70.8,0.492425,2.081075,-0.868427,-0.568351,2.512654,1180.8086,1533.0671,73.2422,34.1797,31.513964,3.897506,2.982869,3.435636,16777.3213,-15.2927,normal,0
CAT-TB-002,3,2025-01-01 23:23:00,2016.5,71.1,72.4,0.554238,3.903743,-0.540099,-0.32211,4.471013,1257.7373,1569.6885,102.5391,34.1797,35.472576,3.533477,5.556771,6.647614,26700.5333,-16.2064,normal,0
CAT-TB-002,3,2025-01-01 23:24:00,2009.0,74.8,70.7,0.682463,2.78119,-1.12901,0.571369,2.318394,1312.3705,1578.6534,65.918,34.1797,43.679566,3.802357,2.574436,2.760168,33915.118,-15.4099,normal,0
CAT-TB-002,3,2025-01-01 23:27:00,1999.6,76.4,68.2,0.375098,3.164622,-0.459144,0.230077,5.468587,1367.4962,1588.8754,131.8359,34.1797,24.00053,3.386521,6.563827,7.538674,15485.938,-17.0727,normal,0
CAT-TB-002,3,2025-01-01 23:31:00,1985.7,76.4,69.5,0.467218,2.219708,0.112302,-0.868981,2.886131,1139.106,1522.6179,100.0977,34.1797,29.902285,3.868383,3.651723,4.335423,13294.9401,-14.4695,normal,0
CAT-TB-002,3,2025-01-01 23:34:00,2008.3,73.4,68.3,0.417816,2.117119,-0.124379,0.776466,2.979304,1237.3433,1566.1124,134.2773,34.1797,26.735219,3.81557,3.725703,4.380266,13888.3526,-15.68,normal,0
CAT-TB-002,3,2025-01-01 23:38:00,1998.9,70.3,68.2,0.442382,2.249685,-0.13554,0.055607,2.57076,1141.3768,1509.6915,134.2773,34.1797,28.315973,3.895699,3.335184,4.095742,16160.5121,-16.2277,normal,0
CAT-TB-002,3,2025-01-01 23:41:00,2021.8,71.1,68.1,0.374637,1.928221,-0.096093,0.34403,2.825333,1199.7703,1537.9601,134.2773,34.1797,23.972535,3.883281,3.628273,4.39496,10421.6852,-15.3488,normal,0
CAT-TB-002,3,2025-01-01 23:42:00,2045.4,72.2,63.9,0.374567,1.849504,-0.391852,0.585562,2.902912,1258.813,1547.2997,102.5391,34.1797,23.966586,3.890835,3.534664,4.084072,8758.9914,-14.9376,normal,0
CAT-TB-002,3,2025-01-01 23:43:00,1905.8,66.4,70.0,0.41668,2.505186,-0.47847,-0.099374,3.348875,1924.4738,1759.858,161.1328,31.7383,26.661102,3.744832,4.157344,4.927465,137757.7778,-17.7035,bearing_wear_early,1
CAT-TB-002,3,2025-01-01 23:46:00,1823.3,64.2,79.8,0.649719,3.006296,-0.855562,-0.389899,2.530224,1445.3831,1610.7631,61.0352,29.2969,41.593518,3.903081,3.067793,3.592929,134846.7148,-15.918,bearing_wear_early,1
CAT-TB-002,3,2025-01-01 23:47:00,1765.6,61.8,91.1,0.278684,1.69806,0.010005,0.32344,3.373303,1821.3196,1797.6904,4262.6953,29.2969,17.831461,3.748526,4.27229,5.087699,118359.7418,-18.2983,bearing_wear_early,1
CAT-TB-002,3,2025-01-01 23:51:00,1699.5,58.5,92.1,0.452613,2.574129,-0.641632,0.425434,3.212006,1644.0426,1619.4473,170.8984,29.2969,28.961044,3.756307,3.83897,4.398128,214305.5209,-18.177,bearing_wear_early,1
CAT-TB-002,3,2025-01-01 23:54:00,1666.9,56.7,93.0,0.443311,2.990486,-0.104224,0.131938,3.518529,1782.9955,1733.8158,192.8711,26.8555,28.371589,3.639762,4.50344,5.449627,191882.151,-19.4364,bearing_wear_early,1
CAT-TB-002,3,2025-01-01 23:56:00,1637.1,56.4,93.9,0.685053,4.47896,-0.945104,-0.350602,4.108552,1819.5037,1579.6395,53.7109,26.8555,43.834325,3.533957,4.743396,5.278593,326645.2488,-18.701,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:00:00,1600.9,54.7,96.4,0.547908,2.736123,-0.505438,0.360989,2.907996,1642.9963,1561.2562,107.4219,26.8555,35.057718,3.91805,3.518918,4.052479,200645.0952,-17.8071,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:01:00,1538.5,50.8,100.6,0.623053,3.855834,-0.778613,-0.442009,3.614391,1693.7173,1721.3049,78.125,26.8555,39.868879,3.630102,4.199134,4.668033,239580.8326,-19.2361,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:04:00,1505.7,50.4,103.7,0.369674,2.079505,-0.446199,-0.278943,3.000823,1527.4333,1530.5208,317.3828,24.4141,23.653439,3.820269,3.67131,4.279067,167731.3719,-18.0535,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:07:00,1477.5,47.4,106.0,0.58775,3.545992,-0.899068,0.216741,3.65248,1831.5255,1740.6941,122.0703,24.4141,37.610149,3.693314,4.268073,4.793063,311152.1616,-17.8544,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:08:00,1484.8,48.7,107.0,0.354756,2.207817,-0.472043,0.194658,3.428285,1683.0163,1533.7199,2624.5117,24.4141,22.69976,3.718459,4.191766,4.909283,239146.8763,-18.0188,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:10:00,1474.5,49.7,108.5,0.533472,3.370785,-0.813738,-0.055602,3.746467,2089.4502,1660.1711,148.9258,24.4141,34.13435,3.675999,4.44859,5.089318,263561.9918,-17.9629,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:11:00,1454.1,51.4,109.5,0.495964,2.779548,-0.043697,0.752078,3.144513,1725.7647,1601.2362,439.4531,24.4141,31.736481,3.736615,3.944252,4.657557,302282.8543,-17.4748,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:12:00,1429.6,51.2,108.5,0.599403,4.125285,-0.40389,0.287001,4.306153,1634.471,1617.3597,70.8008,24.4141,38.361764,3.539574,5.496593,6.716381,229295.1854,-18.4805,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:15:00,1428.9,54.4,108.7,0.351529,2.316196,-0.30987,0.359833,3.454363,1959.1539,1830.1426,4353.0273,24.4141,22.492422,3.659113,4.271089,5.012329,214606.1827,-18.8256,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:16:00,1426.0,53.8,108.4,0.451401,2.412024,-0.798398,-0.296928,2.708283,1759.2016,1594.5879,141.6016,24.4141,28.885342,3.823945,3.22634,3.689747,185640.82,-17.9933,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:20:00,1411.1,55.5,107.0,0.679763,3.292931,-0.970369,0.040504,2.502292,1561.1902,1598.1767,70.8008,24.4141,43.505106,3.882947,2.939639,3.333616,293311.1459,-16.9686,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:24:00,1411.6,54.9,107.5,0.535157,3.216936,-0.318802,-0.244378,3.105176,1707.4338,1600.5511,349.1211,24.4141,34.242686,3.746437,3.885541,4.621796,343881.2216,-18.0033,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:27:00,1403.8,52.8,106.9,0.640769,4.215602,-0.919501,-0.209614,3.455031,1743.9864,1821.3396,139.1602,24.4141,41.019295,3.544097,3.960852,4.356218,339535.4061,-17.7235,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:30:00,1405.3,52.7,106.0,0.498974,3.730333,-0.740212,-0.200505,4.325489,1723.8364,1519.5209,2438.9648,24.4141,31.939488,3.480179,5.06312,5.682125,453966.9913,-18.6297,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:34:00,1393.9,52.0,104.5,0.381932,2.432665,-0.379103,0.204344,3.20997,1886.7115,1643.8419,3422.8516,21.9727,24.447367,3.694487,3.946765,4.616575,298769.4096,-19.5448,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:35:00,1422.1,55.2,105.1,0.412002,3.627644,-0.150675,-0.104239,4.466736,2089.3566,1851.5057,4521.4844,24.4141,26.372054,3.380171,5.547649,6.533743,357322.5691,-19.8888,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:36:00,1401.8,54.4,105.9,0.465668,3.403684,-0.376089,0.244945,3.921517,1673.4535,1572.0096,2485.3516,46.3867,29.814508,3.557575,4.840335,5.688007,314873.2565,-18.9116,bearing_wear_early,1
CAT-TB-002,3,2025-01-02 00:40:00,1336.2,56.2,97.5,0.662638,5.212437,-0.377993,-0.090469,5.375131,1658.3452,1631.8898,43.9453,21.9727,42.401524,3.384437,6.785319,8.189653,63445.7432,-18.3855,normal,0
CAT-TB-002,3,2025-01-02 00:44:00,1232.6,58.9,94.4,0.467454,2.970818,0.151919,-0.758577,4.14563,1371.0006,1600.9311,61.0352,19.5312,29.919174,3.564955,5.387342,6.590273,24845.3643,-17.2949,normal,0
CAT-TB-002,3,2025-01-02 00:46:00,1200.1,61.0,92.7,0.593282,2.350949,-1.079885,-0.434677,2.316782,1424.574,1617.6087,39.0625,19.5312,37.975191,3.938296,2.656175,2.976076,31206.899,-16.2779,normal,0
CAT-TB-002,3,2025-01-02 00:47:00,1156.3,61.7,90.9,0.541665,2.101446,-0.925627,-0.651901,2.180787,1401.9578,1613.816,48.8281,19.5312,34.659595,3.91349,2.558208,2.877987,26912.9163,-16.4806,normal,0
CAT-TB-002,3,2025-01-02 00:51:00,1137.1,60.4,90.6,0.513633,3.0635,-0.901269,-0.113039,3.500978,1385.4216,1593.144,56.1523,19.5312,32.865072,3.657093,4.0866,4.570138,30360.6896,-17.5534,normal,0
CAT-TB-002,3,2025-01-02 00:55:00,1120.4,64.4,84.8,0.368728,1.676112,-0.817422,-0.09242,2.347111,1384.3098,1610.1455,56.1523,19.5312,23.614029,3.948241,2.787132,3.157642,12810.1947,-16.2109,normal,0
CAT-TB-002,3,2025-01-02 00:58:00,1123.6,66.7,82.1,0.58913,2.947479,-0.941622,-0.046835,2.821848,1384.0346,1596.1366,56.1523,19.5312,37.695361,3.823158,3.41467,4.012364,40846.5233,-17.6697,normal,0
CAT-TB-002,3,2025-01-02 00:59:00,1099.7,65.6,82.0,0.579152,4.246654,-1.014305,-0.299575,5.510493,1345.2292,1594.1595,36.6211,19.5312,37.059538,3.396616,6.336802,7.093991,37432.9348,-17.4087,normal,0
CAT-TB-002,3,2025-01-02 01:00:00,1083.5,65.0,77.7,0.449374,2.642108,-0.678661,0.354707,3.403484,1417.5234,1626.7422,53.7109,17.0898,28.776676,3.681274,4.048675,4.583785,25616.8633,-17.652,normal,0
CAT-TB-002,3,2025-01-02 01:04:00,1086.8,65.7,77.0,0.423018,2.116574,-0.48952,-0.116826,2.655498,1261.4882,1569.2217,61.0352,17.0898,27.074797,3.791619,3.354255,4.02806,16829.7777,-16.5428,normal,0
CAT-TB-002,3,2025-01-02 01:05:00,1082.2,69.4,77.9,0.598972,2.749897,-0.719863,0.196025,2.446765,1298.176,1592.8124,53.7109,17.0898,38.367911,3.978303,2.906413,3.29403,33270.5216,-16.2561,normal,0
CAT-TB-002,3,2025-01-02 01:07:00,1069.9,72.2,74.6,0.62503,3.244967,-1.146786,0.223778,3.156467,1668.3569,1649.2907,19.5312,17.0898,40.016764,3.768168,3.573419,3.92041,63772.2138,-18.8037,normal,0
CAT-TB-002,3,2025-01-02 01:08:00,1063.0,71.6,73.9,0.648646,3.819521,-0.88598,-0.080105,3.783523,1459.1899,1625.0631,34.1797,17.0898,41.506066,3.692375,4.51964,5.194932,44412.6952,-16.795,normal,0
CAT-TB-002,3,2025-01-02 01:11:00,1050.0,74.0,70.3,0.362143,1.736814,-0.007357,0.757899,2.794422,1297.7278,1590.5976,85.4492,17.0898,23.173593,3.868181,3.590355,4.352364,13296.5142,-16.6449,normal,0
CAT-TB-002,3,2025-01-02 01:15:00,1036.6,75.9,66.0,0.438277,2.828745,-0.768645,-0.689751,4.200229,1623.8519,1647.1208,51.2695,17.0898,28.045155,3.425759,4.977725,5.660634,27157.2669,-18.3145,normal,0
CAT-TB-002,3,2025-01-02 01:19:00,1006.3,77.8,67.3,0.585183,3.993975,-1.21543,0.413417,3.553831,1447.2251,1627.9936,48.8281,17.0898,37.459132,3.370146,3.980525,4.339814,32408.0991,-16.1633,normal,0
CAT-TB-002,3,2025-01-02 01:22:00,998.8,75.0,70.0,0.674333,3.988998,-1.362005,-0.115221,4.1179,1407.5214,1595.7969,48.8281,17.0898,43.150418,3.54969,4.53363,4.874466,43807.1784,-16.8133,normal,0
CAT-TB-002,3,2025-01-02 01:24:00,988.5,75.4,71.9,0.429132,3.121085,-0.612955,0.232769,3.83675,1366.9048,1596.9198,65.918,17.0898,27.465187,3.514111,4.566709,5.165808,21072.185,-17.3001,normal,0
CAT-TB-002,3,2025-01-02 01:25:00,995.6,78.0,67.8,0.548357,2.314151,-1.101823,-0.115026,2.149476,1309.8447,1582.5796,53.7109,17.0898,35.087312,4.00274,2.474139,2.756432,28071.2391,-16.7546,normal,0
CAT-TB-002,3,2025-01-02 01:26:00,988.9,77.2,62.6,0.635115,2.897797,-0.101904,-0.880156,2.833663,1405.1059,1631.7354,34.1797,17.0898,40.638914,3.830835,3.424401,3.839749,36396.7165,-16.1341,normal,0
CAT-TB-002,3,2025-01-02 01:27:00,975.3,80.6,61.1,0.414921,2.277853,-0.707916,-0.572432,2.906795,1422.4061,1616.4733,48.8281,31.7383,26.557662,3.712259,3.471806,3.965935,20113.2213,-17.2869,normal,0
CAT-TB-002,3,2025-01-02 01:28:00,989.9,79.8,65.4,0.437227,2.206619,-0.651571,0.04989,2.602235,1270.4524,1577.1654,65.918,17.0898,27.97844,3.92219,3.163008,3.685442,16495.8274,-16.3464,normal,0
CAT-TB-002,3,2025-01-02 01:31:00,999.9,79.9,64.2,0.487441,2.970559,-0.827159,-0.470253,3.499996,1460.2166,1606.7122,48.8281,17.0898,31.197521,3.528777,3.980116,4.316237,29006.2327,-18.1078,normal,0
CAT-TB-002,3,2025-01-02 01:35:00,988.9,81.0,62.9,0.350953,1.933687,-0.298134,-0.511973,2.941418,1436.2471,1621.4486,97.6562,48.8281,22.462183,3.787054,3.633881,4.26341,16284.5597,-17.8869,normal,0
CAT-TB-002,3,2025-01-02 01:39:00,964.0,81.9,64.0,0.687867,4.316025,-0.379809,-0.942585,3.309883,1413.261,1620.9393,31.7383,17.0898,44.10385,3.356557,3.895207,4.357572,53823.466,-17.3935,normal,0
CAT-TB-002,3,2025-01-02 01:40:00,945.2,82.1,65.1,0.719706,5.275714,-0.709189,0.416597,5.406611,1446.5414,1630.9902,31.7383,14.6484,46.083738,3.433321,6.374134,7.208578,64214.9016,-17.8958,normal,0
CAT-TB-002,3,2025-01-02 01:43:00,971.3,82.0,65.1,0.457077,1.950415,-1.180834,0.154314,2.280641,1371.8136,1608.0158,48.8281,17.0898,29.296118,3.960814,2.607752,2.898224,21900.1209,-16.9506,normal,0
CAT-TB-002,3,2025-01-02 01:47:00,995.3,86.7,66.3,0.359722,2.605148,-1.105054,-0.111882,4.964614,1536.4419,1639.1915,65.918,17.0898,23.018235,3.442589,5.647301,6.268847,21687.7322,-19.2289,normal,0
CAT-TB-002,3,2025-01-02 01:49:00,989.6,85.9,64.8,0.674036,4.353292,-1.107496,0.01597,4.439185,1442.3997,1611.3409,21.9727,17.0898,43.14809,3.52651,5.196937,5.949167,50781.7143,-17.373,normal,0
CAT-TB-002,3,2025-01-02 01:50:00,1014.9,81.2,66.7,0.455173,3.705472,-0.341959,0.402561,6.018054,1572.0079,1641.4287,51.2695,17.0898,29.125889,3.380089,7.31873,8.449972,27192.8779,-17.6681,normal,0
CAT-TB-002,3,2025-01-02 01:53:00,1007.2,80.0,66.0,0.317142,1.606089,-0.544342,-0.029329,2.669731,1415.777,1619.6549,90.332,17.0898,20.294147,3.891959,3.229963,3.71186,13580.2575,-18.0357,normal,0
CAT-TB-002,3,2025-01-02 01:55:00,1002.1,80.6,65.6,0.637824,3.595731,-0.805819,0.431116,3.389204,1524.4488,1643.479,34.1797,17.0898,40.837128,3.646513,4.006974,4.552825,46321.3068,-17.1964,normal,0
CAT-TB-002,3,2025-01-02 01:58:00,1285.7,71.6,68.7,1.477373,6.263671,-1.206061,-0.32911,2.413491,1554.4403,1635.6411,21.9727,21.9727,94.52954,3.902161,2.779831,3.138554,238561.6939,-17.3418,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:02:00,1504.8,64.3,72.4,1.550644,6.440973,-1.51454,0.244055,2.526222,1284.7984,1577.1881,26.8555,24.4141,99.221737,3.722126,2.766048,2.979277,128286.8062,-14.3438,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:04:00,1653.2,57.2,75.5,1.141678,4.781761,-1.158516,-0.188525,2.157159,1369.3968,1597.3632,29.2969,26.8555,73.051935,3.955426,2.510872,2.857037,97905.3392,-15.9501,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:05:00,1799.4,51.4,78.3,1.031223,7.233275,-1.412626,-0.157517,5.082508,1446.543,1625.2771,31.7383,29.2969,66.005244,3.229249,5.584991,6.041638,86005.4793,-16.027,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:08:00,1896.7,48.2,79.1,1.018199,5.425624,-1.434271,-0.246739,3.441122,1621.6118,1640.6089,31.7383,31.7383,65.149034,3.553196,3.783407,4.07903,54899.2328,-14.0522,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:12:00,2023.2,46.2,82.2,0.826166,6.638816,-0.844101,0.348694,6.395246,1438.593,1609.4552,65.918,34.1797,52.869045,3.266257,7.205394,7.886042,73535.3645,-17.3648,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:15:00,2072.9,45.0,83.1,0.796412,5.598793,-1.111347,0.001671,4.447694,1619.5047,1635.6356,36.6211,34.1797,50.959676,3.439779,5.101239,5.660636,73527.1493,-17.4965,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:17:00,2177.6,40.9,83.7,0.78536,5.428216,-0.834608,-0.5399,5.3912,1384.7812,1595.1374,36.6211,36.6211,50.252254,3.330059,6.246789,7.003321,35762.5399,-14.6317,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:18:00,2240.1,37.1,83.4,1.1645,4.172763,-1.423679,-0.182472,1.914376,1153.5158,1525.8453,39.0625,36.6211,74.516796,4.015199,2.12353,2.31176,46361.8445,-12.5523,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:22:00,2288.8,37.1,83.0,1.26309,5.887242,-1.327283,-0.109376,2.787328,1238.5005,1571.7946,39.0625,39.0625,80.83999,3.775258,3.140367,3.450635,74696.783,-13.4114,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:26:00,2315.1,36.6,82.5,1.118273,8.400213,-1.224711,0.045315,5.919219,1520.0663,1631.3096,39.0625,39.0625,71.561523,3.182621,6.593621,7.249426,88191.5706,-15.558,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:27:00,2332.6,37.7,82.0,1.610946,11.059935,-1.219054,-0.235181,3.754549,1500.3167,1617.8301,39.0625,39.0625,103.075481,3.391933,4.276837,4.751094,97902.5784,-12.7569,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:31:00,2359.7,35.2,81.6,1.27364,4.516177,-1.207408,-0.431271,2.020269,1185.34,1551.8969,39.0625,39.0625,81.49466,4.01514,2.278402,2.495422,30542.6349,-9.3923,imbalance_severe,1
CAT-TB-002,3,2025-01-02 02:35:00,2365.3,34.0,81.5,1.095921,6.347002,-1.401959,0.34987,3.864387,1432.6334,1608.2578,39.0625,39.0625,70.129077,3.331735,4.244194,4.572298,60071.1468,-13.8111,imbalance_severe,1
